x:0.461055,y:0.34855887,z:-0.026941761
x:0.44546098,y:0.33181104,z:-0.045671247
x:0.45369104,y:0.3363952,z:-0.024835266
x:0.43217468,y:0.3161937,z:-0.030208357
x:0.44145074,y:0.32671335,z:-0.048205145
x:0.43876722,y:0.31987393,z:-0.0441448
x:0.4342809,y:0.30278814,z:-0.019614825
x:0.38961184,y:0.31188154,z:0.033551272
x:0.42817646,y:0.29036185,z:-0.012501588
x:0.42337662,y:0.28367063,z:-0.0132571785
x:0.4082278,y:0.25712344,z:-2.164452E-4
x:0.46281192,y:0.35082984,z:-0.02601063
x:0.46511167,y:0.3531341,z:-0.023140913
x:0.4671736,y:0.35468212,z:-0.018958453
x:0.4674707,y:0.355133,z:-0.019721676
x:0.46865508,y:0.3575233,z:-0.020942831
x:0.4703231,y:0.36025232,z:-0.02295774
x:0.4728479,y:0.3630957,z:-0.02213346
x:0.4785116,y:0.36674982,z:-0.014241736
x:0.448889,y:0.33424637,z:-0.04148879
x:0.44475007,y:0.3354756,z:-0.027918689
x:0.35932934,y:0.29764673,z:0.086824216
x:0.411008,y:0.3097648,z:0.017706767
x:0.404503,y:0.31214666,z:0.020713866
x:0.39800194,y:0.31394163,z:0.02532373
x:0.38848048,y:0.31431514,z:0.035596706
x:0.4160709,y:0.30717084,z:0.016073471
x:0.3929468,y:0.30063725,z:0.018424198
x:0.40121868,y:0.29905915,z:0.01545526
x:0.3862128,y:0.30306685,z:0.023461467
x:0.3830056,y:0.3060065,z:0.028391887
x:0.38562167,y:0.318574,z:0.041000325
x:0.46038604,y:0.37975922,z:0.0032761334
x:0.3870671,y:0.31197256,z:0.03724527
x:0.3712062,y:0.31982136,z:0.08761797
x:0.37798864,y:0.31657586,z:0.052753955
x:0.41791523,y:0.33447737,z:0.0071857423
x:0.45183066,y:0.34938323,z:-0.022469277
x:0.45762652,y:0.35462144,z:-0.019004246
x:0.4454914,y:0.3526096,z:-0.014264633
x:0.44245598,y:0.35551342,z:-0.0061973683
x:0.45221525,y:0.35589617,z:-0.013043477
x:0.44830534,y:0.35707763,z:-0.0058653667
x:0.4443921,y:0.36507267,z:0.0074986634
x:0.43985033,y:0.33298084,z:-0.043198407
x:0.43502176,y:0.32842004,z:-0.045121726
x:0.37207076,y:0.30403742,z:0.03498613
x:0.42434204,y:0.31833956,z:0.002961304
x:0.428862,y:0.33468577,z:-0.015844503
x:0.42739338,y:0.3320617,z:-0.01278398
x:0.39844972,y:0.3385358,z:0.025888514
x:0.4329364,y:0.32189542,z:-0.03892436
x:0.38261083,y:0.29572296,z:0.0133411335
x:0.3751394,y:0.29940516,z:0.023904135
x:0.35776833,y:0.28756973,z:0.06783524
x:0.41356602,y:0.29190627,z:-0.0046518426
x:0.40920913,y:0.29893157,z:0.015737653
x:0.43602479,y:0.3617625,z:0.012738187
x:0.41755724,y:0.36407447,z:0.10202762
x:0.4366836,y:0.33627832,z:-0.014928637
x:0.4427699,y:0.336621,z:-0.019111097
x:0.44108567,y:0.35946196,z:0.009654767
x:0.44291773,y:0.35908,z:0.0057890443
x:0.37071687,y:0.29714054,z:0.029933596
x:0.43153492,y:0.3367657,z:-0.011562824
x:0.39455718,y:0.2929026,z:0.0036501128
x:0.3907788,y:0.28944147,z:0.0028334644
x:0.3716951,y:0.26986822,z:0.02504897
x:0.363352,y:0.2924859,z:0.04622077
x:0.3807565,y:0.27937043,z:0.01336403
x:0.36810672,y:0.30266622,z:0.044419564
x:0.3629952,y:0.3008383,z:0.064232826
x:0.45439792,y:0.35229105,z:-0.021675525
x:0.44876647,y:0.3544175,z:-0.014127253
x:0.44525135,y:0.35639575,z:-0.006910982
x:0.4392243,y:0.33677417,z:-0.014379116
x:0.4420017,y:0.359271,z:0.007422341
x:0.4452571,y:0.35976437,z:1.5428428E-5
x:0.4439907,y:0.35892954,z:0.0051517533
x:0.43618223,y:0.33433163,z:-0.026987555
x:0.45096058,y:0.35754964,z:-0.0047357967
x:0.45501065,y:0.35677847,z:-0.009853206
x:0.4605196,y:0.35584965,z:-0.015020223
x:0.4696692,y:0.36815384,z:-0.011158316
x:0.46352187,y:0.36416104,z:-0.018500518
x:0.46165445,y:0.36132708,z:-0.019080568
x:0.46064383,y:0.35860753,z:-0.01682143
x:0.46065974,y:0.35625997,z:-0.015737653
x:0.45084608,y:0.3575735,z:-0.0052471566
x:0.44987965,y:0.35887384,z:-0.006693464
x:0.44896847,y:0.3604557,z:-0.007968046
x:0.44887167,y:0.36208755,z:-0.0061210464
x:0.43476483,y:0.35154948,z:-0.0014100539
x:0.3934036,y:0.34075996,z:0.12113871
x:0.4512688,y:0.33528858,z:-0.030559437
x:0.4477841,y:0.3580654,z:7.431881E-4
x:0.4464061,y:0.35893875,z:-2.1107879E-4
x:0.44583276,y:0.33810687,z:-0.019859055
x:0.43707925,y:0.33905283,z:-0.007365099
x:0.44432256,y:0.33739614,z:-0.019752204
x:0.4192652,y:0.32298762,z:0.0082428055
x:0.4098481,y:0.3290534,z:0.014096724
x:0.42892125,y:0.3343804,z:-0.007937516
x:0.3612399,y:0.27831152,z:0.045884952
x:0.3688391,y:0.28529817,z:0.0296741
x:0.3783088,y:0.29255417,z:0.016638257
x:0.45135492,y:0.3668443,z:9.206374E-4
x:0.40701506,y:0.2863127,z:-0.0068575563
x:0.39576638,y:0.27477583,z:0.001178225
x:0.38667646,y:0.26315516,z:0.0091892015
x:0.39223632,y:0.31477743,z:0.030956313
x:0.3814717,y:0.32354164,z:0.047930386
x:0.41907275,y:0.3050066,z:0.016363496
x:0.37862372,y:0.30933756,z:0.038435895
x:0.4265583,y:0.31399485,z:-0.001578917
x:0.42956495,y:0.33219498,z:-0.025583226
x:0.37789023,y:0.32897678,z:0.060019832
x:0.3863122,y:0.32634178,z:0.03828325
x:0.3946738,y:0.32628334,z:0.026773855
x:0.40698,y:0.32203266,z:0.018378403
x:0.41547316,y:0.31733164,z:0.013280075
x:0.42110372,y:0.31322744,z:0.008456508
x:0.4288024,y:0.305542,z:-0.013623525
x:0.38540828,y:0.33949667,z:0.056325838
x:0.37424695,y:0.30981055,z:0.04478591
x:0.44541144,y:0.33489814,z:-0.039657053
x:0.4270375,y:0.32341835,z:-0.0012774441
x:0.37439945,y:0.31893584,z:0.118330054
x:0.42473245,y:0.30924758,z:0.0057165385
x:0.43001986,y:0.33466414,z:6.7259005E-4
x:0.38432103,y:0.31225207,z:0.03971811
x:0.4282444,y:0.32880747,z:-0.021935022
x:0.40473074,y:0.3523171,z:0.11423918
x:0.41851217,y:0.3033653,z:0.019141626
x:0.4297144,y:0.32491142,z:-0.03190271
x:0.4304658,y:0.3742763,z:0.047564037
x:0.43878075,y:0.37898928,z:0.06301167
x:0.38585436,y:0.34116182,z:0.08951076
x:0.41920936,y:0.369151,z:0.06288955
x:0.36631575,y:0.30963272,z:0.078825645
x:0.46326804,y:0.38472584,z:0.008471772
x:0.44843584,y:0.33573273,z:-0.029139843
x:0.42401576,y:0.32851702,z:0.0033448236
x:0.3749888,y:0.31844667,z:0.06380542
x:0.39629546,y:0.31056133,z:0.026071688
x:0.40219435,y:0.3090384,z:0.022041872
x:0.44452167,y:0.36072353,z:0.0021103108
x:0.39484724,y:0.34917653,z:0.056783773
x:0.48127815,y:0.38873607,z:0.0056402157
x:0.4600856,y:0.38612193,z:0.03159742
x:0.45067093,y:0.3833964,z:0.045549132
x:0.41514263,y:0.2701866,z:-0.0072315354
x:0.4970124,y:0.38692072,z:-0.0020893223
x:0.40788105,y:0.30719346,z:0.019477444
x:0.4130969,y:0.30522692,z:0.018897394
x:0.41657844,y:0.30398825,z:0.01959956
x:0.37074578,y:0.30973467,z:0.055593144
x:0.41257483,y:0.30423692,z:0.018302081
x:0.40705985,y:0.30604607,z:0.018561577
x:0.40111652,y:0.307798,z:0.021064948
x:0.39511594,y:0.30956188,z:0.025125293
x:0.39120603,y:0.31074336,z:0.02912458
x:0.36464375,y:0.3074906,z:0.10508051
x:0.39240235,y:0.311373,z:0.030238884
x:0.4570647,y:0.34052676,z:-0.023461467
x:0.43841037,y:0.34719983,z:-0.007628411
x:0.43528786,y:0.33554372,z:-0.018149437
x:0.4482015,y:0.3428875,z:-0.019630088
x:0.43223798,y:0.29632792,z:-0.0125626465
x:0.442356,y:0.3786834,z:0.034253437
x:0.45262545,y:0.38181677,z:0.021706054
x:0.47643766,y:0.38593593,z:-0.0045946008
x:0.4288727,y:0.37314332,z:0.08358815
x:0.4164679,y:0.30342522,z:0.018821072
x:0.42876834,y:0.31477946,z:-0.015432363
x:0.49234563,y:0.38379133,z:-0.01199023
x:0.46964836,y:0.38808402,z:0.017386213
x:0.39651722,y:0.3516121,z:0.08548094
x:0.45502347,y:0.35699558,z:-0.01051721
x:0.45432448,y:0.35889947,z:-0.011883378
x:0.4543382,y:0.3610943,z:-0.01336403
x:0.45537844,y:0.3636612,z:-0.012318415
x:0.45969373,y:0.36803597,z:-0.0057546995
x:0.4454684,y:0.35810864,z:5.271007E-4
x:0.44312507,y:0.3580112,z:0.0013690308
x:0.44109762,y:0.3577013,z:0.0021637364
x:0.43371528,y:0.3566765,z:0.006365278
x:0.40275767,y:0.350311,z:0.03501666
x:0.427519,y:0.3093259,z:-0.0070407297
x:0.42057148,y:0.2989801,z:0.010272978
x:0.41737422,y:0.30045253,z:0.015966618
x:0.44805557,y:0.35808206,z:0.0010980867
x:0.41355476,y:0.36205193,z:0.046281826
x:0.4251812,y:0.29787248,z:-0.0032646852
x:0.45996782,y:0.37398586,z:-7.894585E-4
x:0.4374202,y:0.31407446,z:-0.035718825
x:0.43045053,y:0.31120545,z:-0.023064591
x:0.43594182,y:0.30866867,z:-0.027338639
x:0.42914984,y:0.323857,z:-0.014478335
x:0.4875763,y:0.37892517,z:-0.016180322
x:0.48287418,y:0.37257987,z:-0.015066016
x:0.47119886,y:0.37442803,z:-0.009776883
x:0.4399382,y:0.368492,z:0.014279897
x:0.4272251,y:0.3400085,z:0.0040527126
x:0.45006153,y:0.3720954,z:0.0069262465
x:0.41122627,y:0.3429046,z:0.013135063
x:0.4241786,y:0.34665072,z:0.0069338786
x:0.41266394,y:0.3522015,z:0.020988626
x:0.47301275,y:0.38093597,z:-0.008838119
x:0.428511,y:0.32743326,z:-0.007147581
x:0.43836254,y:0.37321594,z:0.024072045
x:0.44954404,y:0.3767452,z:0.014340955
x:0.43007946,y:0.3638079,z:0.019034775
x:0.40412638,y:0.35713154,z:0.05736382
x:0.42406204,y:0.36594155,z:0.030299943
x:0.40741512,y:0.3611343,z:0.078825645
x:0.42442593,y:0.35443762,z:0.012119977
x:0.428011,y:0.31896648,z:-0.007815401
x:0.433069,y:0.33395514,z:-0.028147655
x:0.43198407,y:0.33586624,z:-0.01819523
x:0.43149382,y:0.33018118,z:-0.035444062
x:0.4120284,y:0.2962926,z:0.010036379
x:0.3985201,y:0.296545,z:0.0119444365
x:0.38822964,y:0.29861724,z:0.015920825
x:0.38096356,y:0.30152404,z:0.0225456
x:0.3776951,y:0.3050625,z:0.030040447
x:0.3816647,y:0.31405127,z:0.04438903
x:0.3772357,y:0.3306516,z:0.08975499
x:0.38954327,y:0.31988084,z:0.035199832
x:0.39670658,y:0.31948617,z:0.027201258
x:0.40551448,y:0.31684396,z:0.020545956
x:0.4134992,y:0.3133478,z:0.01624138
x:0.41921067,y:0.3099593,z:0.013264811
x:0.42275938,y:0.30724147,z:0.011349122
x:0.3842885,y:0.32969397,z:0.12309256
x:0.43417734,y:0.3370206,z:-0.01421884
x:0.42959327,y:0.31958893,z:-0.022392955
x:0.43577462,y:0.3333178,z:-0.037062094
x:0.44251043,y:0.3348437,z:-0.035413533
x:0.43794224,y:0.33403796,z:-0.03281858
x:0.43778706,y:0.3379529,z:-0.012593175
x:0.44340965,y:0.33502248,z:-0.038130607
x:0.44631952,y:0.33588094,z:-0.028514002
