x:0.49664506,y:0.3609721,z:-0.014515706
x:0.4908831,y:0.3453856,z:-0.042528473
x:0.4941032,y:0.34901378,z:-0.018561995
x:0.48313355,y:0.32771406,z:-0.03684103
x:0.48975527,y:0.34045383,z:-0.047140673
x:0.48944372,y:0.33318806,z:-0.04637669
x:0.48981082,y:0.31427166,z:-0.031804394
x:0.43217105,y:0.3119743,z:0.0092244055
x:0.48859736,y:0.30040416,z:-0.031747803
x:0.48740903,y:0.29336783,z:-0.036501482
x:0.4849344,y:0.26528364,z:-0.039048098
x:0.49706143,y:0.36318898,z:-0.012655262
x:0.49769485,y:0.3653326,z:-0.00923148
x:0.4985801,y:0.3668268,z:-0.0041382494
x:0.4991529,y:0.367696,z:-9.3110616E-4
x:0.49936083,y:0.37087965,z:-3.4573837E-4
x:0.49973363,y:0.37443933,z:-4.3283615E-4
x:0.50041026,y:0.37773043,z:0.0029869673
x:0.50099146,y:0.38115337,z:0.013836609
x:0.49196792,y:0.34750974,z:-0.03737865
x:0.4856571,y:0.3470163,z:-0.024603132
x:0.40820217,y:0.28983173,z:0.04281143
x:0.45730153,y:0.31395292,z:-0.0010566685
x:0.44926304,y:0.31493893,z:9.762025E-4
x:0.4413982,y:0.31553432,z:0.004318635
x:0.42984873,y:0.313671,z:0.0118912775
x:0.46370807,y:0.31265435,z:-0.0018516014
x:0.44295818,y:0.3020258,z:-0.006518627
x:0.45253733,y:0.30234605,z:-0.008354312
x:0.4343989,y:0.30293855,z:-0.0022212144
x:0.4292249,y:0.3049501,z:0.0023273232
x:0.4253691,y:0.31661034,z:0.017769715
x:0.4748879,y:0.3853467,z:0.03123848
x:0.4290374,y:0.31147122,z:0.011848834
x:0.4074179,y:0.31234193,z:0.057213955
x:0.418195,y:0.31270614,z:0.025777403
x:0.45579648,y:0.33866528,z:0.001304256
x:0.4877995,y:0.36020514,z:-0.011940796
x:0.4901947,y:0.36527368,z:-0.006508016
x:0.480655,y:0.36191875,z:-0.0046723313
x:0.47632313,y:0.3634469,z:0.0035263547
x:0.48454353,y:0.36545414,z:-0.0017074702
x:0.48025522,y:0.3656395,z:0.005425705
x:0.46617454,y:0.3697601,z:0.02335812
x:0.48452014,y:0.3453414,z:-0.0410288
x:0.48217696,y:0.34065372,z:-0.04513168
x:0.41896057,y:0.30003014,z:0.0035228175
x:0.47038192,y:0.3249449,z:-0.007837916
x:0.46987608,y:0.34284562,z:-0.01786875
x:0.46934694,y:0.33980355,z:-0.016171006
x:0.43309647,y:0.33785865,z:0.014713776
x:0.48237753,y:0.33381277,z:-0.042443585
x:0.434847,y:0.2950014,z:-0.016057823
