x:0.5516456,y:0.31905538,z:-0.026684988
x:0.5458308,y:0.3057755,z:-0.050099473
x:0.54663,y:0.31084085,z:-0.027799273
x:0.5319932,y:0.29145452,z:-0.037335828
x:0.54379433,y:0.3006229,z:-0.052906893
x:0.5410653,y:0.29449522,z:-0.048941776
x:0.5343338,y:0.28027326,z:-0.023617083
x:0.47196162,y:0.28870755,z:0.010375887
x:0.5298371,y:0.26982847,z:-0.0165117
x:0.5272295,y:0.26344734,z:-0.017669398
x:0.5159316,y:0.23734367,z:-0.006117722
x:0.5522417,y:0.32085237,z:-0.025758827
x:0.55244315,y:0.3225728,z:-0.02337107
x:0.5523518,y:0.3236632,z:-0.020245282
x:0.555434,y:0.33209482,z:-0.015903905
x:0.5563127,y:0.33398488,z:-0.018161422
x:0.5572017,y:0.3364119,z:-0.020288695
x:0.5579304,y:0.3392664,z:-0.01905864
x:0.5584918,y:0.3451071,z:-0.011294811
x:0.54653025,y:0.30856696,z:-0.04567127
x:0.5380714,y:0.30967662,z:-0.0337759
x:0.43107706,y:0.27553806,z:0.052762184
x:0.49806175,y:0.2879646,z:0.0020205486
x:0.4897545,y:0.28965774,z:0.0022864577
x:0.48135424,y:0.2908934,z:0.004395643
x:0.46801385,y:0.2907691,z:0.011461231
x:0.5048148,y:0.2857597,z:0.00329221
x:0.48278686,y:0.27775908,z:-0.0011242353
x:0.49226406,y:0.2770381,z:-4.1401346E-4
x:0.4738076,y:0.27955106,z:0.0014037114
x:0.4679609,y:0.28216115,z:0.0048840474
x:0.46193448,y:0.29442307,z:0.015542124
x:0.5280057,y:0.3572649,z:-0.001189356
x:0.46844992,y:0.28861833,z:0.013291844
x:0.43560588,y:0.29789206,z:0.05432508
x:0.45128828,y:0.2927582,z:0.024413
x:0.496944,y:0.308726,z:-0.0085380385
x:0.53798467,y:0.31978595,z:-0.026033781
x:0.53977644,y:0.32389754,z:-0.022184428
x:0.52488184,y:0.32326147,z:-0.020520234
x:0.51595247,y:0.32619038,z:-0.01212691
x:0.5286881,y:0.32552862,z:-0.017828582
x:0.5201861,y:0.3273177,z:-0.010086462
x:0.50825983,y:0.337957,z:0.0035291763
x:0.53860396,y:0.30670393,z:-0.04952062
x:0.5358714,y:0.30185565,z:-0.052096505
x:0.4550144,y:0.2791519,z:0.006949818
x:0.511755,y:0.29476804,z:-0.0082196705
x:0.5163619,y:0.30802366,z:-0.02820447
x:0.5145476,y:0.30566543,z:-0.025266806
x:0.46892762,y:0.3120394,z:0.002203248
x:0.5336833,y:0.29611957,z:-0.046510603
x:0.475109,y:0.27128237,z:-0.007481637
x:0.4631943,y:0.27448216,z:-0.0011622225
x:0.4374144,y:0.26484585,z:0.03640967
x:0.51291776,y:0.27049989,z:-0.014333774
x:0.5007004,y:0.27768183,z:0.0024818196
x:0.49852794,y:0.3327248,z:0.004529502
x:0.46278375,y:0.34451175,z:0.074845314
x:0.52367467,y:0.31011155,z:-0.024659013
x:0.53157514,y:0.3106322,z:-0.025411516
x:0.5057634,y:0.33078545,z:0.005079409
x:0.5083154,y:0.330612,z:0.003151115
x:0.45782954,y:0.27220866,z:0.0033663749
x:0.5158965,y:0.31011143,z:-0.02337107
x:0.49123836,y:0.26968387,z:-0.012018375
x:0.48891148,y:0.2662231,z:-0.013740453
x:0.46852288,y:0.24707705,z:0.0040374794
x:0.44723767,y:0.26898766,z:0.01755363
x:0.47910145,y:0.2561897,z:-0.0053688344
x:0.44906884,y:0.27807444,z:0.014529136
x:0.43961498,y:0.27781597,z:0.032560315
x:0.53878576,y:0.32202396,z:-0.024890551
x:0.5268996,y:0.3245128,z:-0.019362535
x:0.5181546,y:0.3268088,z:-0.011743421
x:0.5258475,y:0.31066698,z:-0.022734337
x:0.507166,y:0.33071375,z:0.0041026
x:0.5137827,y:0.33310598,z:-7.805431E-4
x:0.509606,y:0.33055675,z:0.0029105304
x:0.52838236,y:0.3081402,z:-0.036959577
x:0.5217645,y:0.32762402,z:-0.009080711
x:0.5301596,y:0.32611987,z:-0.014818562
x:0.5405811,y:0.32485616,z:-0.019102052
x:0.54470503,y:0.3465966,z:-0.010737669
x:0.5439093,y:0.34025186,z:-0.018219305
x:0.54357517,y:0.33747396,z:-0.019116525
x:0.5434116,y:0.3348056,z:-0.016786652
x:0.54365814,y:0.33301926,z:-0.01468832
x:0.5242541,y:0.3329792,z:-0.0055859033
x:0.5228084,y:0.33373034,z:-0.0072826575
x:0.52129024,y:0.33509794,z:-0.008487389
x:0.5203131,y:0.3368571,z:-0.006747221
x:0.50711477,y:0.3236537,z:-0.009485905
x:0.44242728,y:0.32118773,z:0.088853486
x:0.5466387,y:0.30982992,z:-0.03406533
x:0.5174444,y:0.3322308,z:3.1938504E-5
x:0.5156523,y:0.3324944,z:-9.333957E-4
x:0.5348886,y:0.31209677,z:-0.02578777
x:0.51914275,y:0.31246096,z:-0.01665641
x:0.5333585,y:0.31137952,z:-0.025889069
x:0.50278765,y:0.2986449,z:-0.005777647
x:0.48875603,y:0.30346864,z:-0.004023008
x:0.51313275,y:0.30802748,z:-0.020274224
x:0.44936132,y:0.2552805,z:0.019145466
x:0.45976174,y:0.26169327,z:0.0052494463
x:0.47138467,y:0.26816177,z:-0.0055931383
x:0.51822436,y:0.34214532,z:-0.0012391009
x:0.5088644,y:0.2648699,z:-0.017423388
x:0.49871594,y:0.25256404,z:-0.011113921
x:0.4899519,y:0.24143444,z:-0.00456568
x:0.47310907,y:0.29143313,z:0.007959188
x:0.45370805,y:0.29886407,z:0.020143982
x:0.5088797,y:0.28395015,z:0.0046163294
x:0.45917797,y:0.2854051,z:0.012329507
x:0.5173519,y:0.2908485,z:-0.011244162
x:0.52184844,y:0.30566847,z:-0.03675698
x:0.446126,y:0.30469108,z:0.029304285
x:0.460877,y:0.3007712,z:0.012170323
x:0.47300172,y:0.30046853,z:0.004370318
x:0.48950937,y:0.29736722,z:6.7879213E-4
x:0.5012337,y:0.29375792,z:-7.7240303E-4
x:0.50981677,y:0.29034144,z:-0.0027748626
x:0.52674335,y:0.282736,z:-0.020389993
x:0.4496794,y:0.31426495,z:0.026279792
x:0.4522769,y:0.2857471,z:0.016207803
x:0.5421862,y:0.30900404,z:-0.04532396
x:0.5140534,y:0.29893976,z:-0.012647875
x:0.4313256,y:0.2987236,z:0.08358595
x:0.51604253,y:0.28700247,z:-0.0037806146
