x:0.4689223,y:0.38177758,z:-0.012419158
x:0.454558,y:0.36882922,z:-0.040196564
x:0.46209526,y:0.37104562,z:-0.016777579
x:0.44329694,y:0.3530529,z:-0.034438893
x:0.4514322,y:0.3645395,z:-0.044856258
x:0.44950306,y:0.35786137,z:-0.04456168
x:0.44678724,y:0.33989483,z:-0.032296505
x:0.4011458,y:0.33946937,z:0.018357592
x:0.44172186,y:0.3270708,z:-0.03339448
x:0.4378985,y:0.32086155,z:-0.03869689
x:0.42739332,y:0.2951085,z:-0.043704726
x:0.47030696,y:0.38376042,z:-0.010524483
x:0.4722924,y:0.38560134,z:-0.0071234414
x:0.4742396,y:0.38682818,z:-0.0020687438
x:0.47444806,y:0.38680044,z:4.012794E-4
x:0.4753744,y:0.38952538,z:0.0011992354
x:0.47681642,y:0.39242938,z:0.0014302117
x:0.4790923,y:0.39522237,z:0.005058045
x:0.48288247,y:0.3976899,z:0.016282152
x:0.45730335,y:0.37038323,z:-0.035135172
x:0.45226717,y:0.37018684,z:-0.021772023
x:0.37692022,y:0.32192054,z:0.054630905
x:0.42236313,y:0.3399265,z:0.004659695
x:0.41630054,y:0.34147665,z:0.008067431
x:0.40996101,y:0.34263018,z:0.012606617
x:0.40011936,y:0.3412159,z:0.021745242
x:0.426843,y:0.33827752,z:0.0021356936
x:0.4056166,y:0.33125812,z:4.715765E-4
x:0.41365665,y:0.33074507,z:-0.003457949
x:0.3990905,y:0.3326223,z:0.006189494
x:0.3957489,y:0.33449128,z:0.011522033
x:0.39729032,y:0.34456465,z:0.028600886
x:0.46348205,y:0.40312088,z:0.038375534
x:0.39842755,y:0.3390263,z:0.021383714
x:0.38576764,y:0.34164044,z:0.07091306
x:0.39021972,y:0.34123352,z:0.037572138
x:0.42749107,y:0.3638877,z:0.008643199
x:0.461261,y:0.38162103,z:-0.00822811
x:0.46620268,y:0.38604054,z:-0.002927373
x:0.45689094,y:0.38300774,z:7.088293E-4
x:0.45488814,y:0.38426507,z:0.01011609
x:0.46214846,y:0.38608488,z:0.0032604474
x:0.45954803,y:0.3861834,z:0.011321184
x:0.45016575,y:0.38978535,z:0.03146633
x:0.44886062,y:0.36915427,z:-0.037786376
x:0.44492,y:0.3652826,z:-0.041830137
x:0.38547713,y:0.3314005,z:0.014233493
x:0.43553767,y:0.3503088,z:-0.0036688403
x:0.43817705,y:0.36704713,z:-0.0124593275
x:0.43743452,y:0.3642358,z:-0.010839147
