x:0.52160084,y:0.34308112,z:-0.022309175
x:0.52095,y:0.32313484,z:-0.04731471
x:0.52139676,y:0.32869086,z:-0.023448708
x:0.51268303,y:0.30416158,z:-0.036978662
x:0.5207223,y:0.3172099,z:-0.051038254
x:0.5204361,y:0.3094782,z:-0.048181396
x:0.5198674,y:0.29032505,z:-0.025984572
x:0.4532308,y:0.29019338,z:0.011884851
x:0.51921284,y:0.27406856,z:-0.021330139
x:0.51885575,y:0.2656519,z:-0.024219096
x:0.51770717,y:0.23468912,z:-0.017959688
x:0.52182484,y:0.34524417,z:-0.020928893
x:0.5220339,y:0.347263,z:-0.017734991
x:0.5222965,y:0.34855664,z:-0.013192907
x:0.5224396,y:0.34869665,z:-0.013594152
x:0.52253544,y:0.3508639,z:-0.014444789
x:0.52267605,y:0.35346377,z:-0.016073842
x:0.5228316,y:0.35620782,z:-0.014621336
x:0.52234375,y:0.36143273,z:-0.0056013684
x:0.521128,y:0.3260952,z:-0.04233928
x:0.51353544,y:0.32605457,z:-0.02951552
x:0.41806078,y:0.26479465,z:0.0547939
x:0.4795029,y:0.2942521,z:0.0014936314
x:0.47032613,y:0.2950592,z:0.0028107152
x:0.46144432,y:0.2949885,z:0.005882239
x:0.44933808,y:0.29234663,z:0.013866997
x:0.4873157,y:0.29269388,z:0.0023492845
x:0.46504465,y:0.27634987,z:-0.0022108553
x:0.47589397,y:0.27679017,z:-0.002844821
x:0.4549395,y:0.2781279,z:0.001518709
x:0.44844458,y:0.28123456,z:0.005609393
x:0.44167024,y:0.29592583,z:0.01919552
x:0.4911348,y:0.37055814,z:0.0076597505
x:0.44973385,y:0.28871635,z:0.01500653
x:0.41458428,y:0.29145968,z:0.06105331
x:0.43100202,y:0.2916452,z:0.028504385
x:0.47520316,y:0.31855667,z:-0.0039121304
x:0.5100434,y:0.34201288,z:-0.020736298
x:0.51160645,y:0.3471706,z:-0.015969517
x:0.49952388,y:0.3435151,z:-0.014789859
x:0.4924652,y:0.34490392,z:-0.007820249
x:0.50297356,y:0.34701937,z:-0.012053374
x:0.496165,y:0.34709778,z:-0.0057498286
x:0.48214352,y:0.35204268,z:0.0070699216
x:0.5137495,y:0.32315373,z:-0.04628752
x:0.51226234,y:0.3174871,z:-0.049657978
x:0.43597123,y:0.27628964,z:0.008715022
x:0.4936152,y:0.30384585,z:-0.0071421457
x:0.49508986,y:0.32181177,z:-0.023175862
x:0.4941279,y:0.3187324,z:-0.020768397
x:0.44605076,y:0.31835437,z:0.009011944
x:0.51241297,y:0.3102475,z:-0.044939343
x:0.45769355,y:0.26870498,z:-0.00862675
x:0.4447902,y:0.27140668,z:-4.288297E-4
x:0.4273645,y:0.25403574,z:0.035148986
x:0.49884954,y:0.2724207,z:-0.017991787
x:0.4854291,y:0.27944395,z:-4.2281102E-4
x:0.4747974,y:0.34692976,z:0.009076143
x:0.4321947,y:0.3460106,z:0.09225405
x:0.50197804,y:0.32498637,z:-0.01982146
x:0.5085737,y:0.32657892,z:-0.020463452
x:0.4838298,y:0.34721255,z:0.0077119125
x:0.48589563,y:0.34728956,z:0.0048550544
x:0.43985528,y:0.26784253,z:0.0035951473
x:0.4950799,y:0.32419953,z:-0.017895488
x:0.475156,y:0.2684222,z:-0.014637386
x:0.47350958,y:0.26370126,z:-0.017060902
x:0.46415865,y:0.23922902,z:-0.0034827993
x:0.43466768,y:0.26059702,z:0.01648311
x:0.47068715,y:0.25135016,z:-0.011395334
x:0.4305528,y:0.27364567,z:0.016330635
x:0.42474797,y:0.26913336,z:0.033768706
x:0.5105984,y:0.34488854,z:-0.019339968
x:0.5012636,y:0.34541145,z:-0.013802798
x:0.494251,y:0.34600294,z:-0.0075273397
x:0.50400525,y:0.32593277,z:-0.017686842
x:0.48485523,y:0.34717897,z:0.0062192846
x:0.48950583,y:0.3486182,z:3.794265E-4
x:0.48706418,y:0.347396,z:0.0045741834
x:0.5050108,y:0.32322302,z:-0.032629173
x:0.49777785,y:0.3477684,z:-0.004100715
x:0.50463116,y:0.34812263,z:-0.00820143
x:0.5127663,y:0.3484348,z:-0.011692254
x:0.51089084,y:0.36137393,z:-0.0047146184
x:0.5116052,y:0.3558522,z:-0.0134898275
x:0.5116911,y:0.35295552,z:-0.014717635
x:0.5120781,y:0.35048306,z:-0.012904012
x:0.51289445,y:0.34843063,z:-0.012021274
x:0.49792096,y:0.3479084,z:-0.0042210883
x:0.49645746,y:0.3486798,z:-0.005400746
x:0.49491057,y:0.34988803,z:-0.0066726897
x:0.4937781,y:0.35137206,z:-0.0048590666
x:0.48457775,y:0.33828947,z:-0.00514395
x:0.41748384,y:0.3169753,z:0.102782704
x:0.5212549,y:0.32732093,z:-0.03006121
x:0.49287713,y:0.3476396,z:8.8273716E-4
x:0.49125555,y:0.3481268,z:1.6639094E-4
x:0.51096934,y:0.32859844,z:-0.0206079
x:0.49797204,y:0.327288,z:-0.011162612
x:0.5099675,y:0.32761842,z:-0.020752346
x:0.48368928,y:0.30735433,z:-0.0032581023
x:0.46789688,y:0.31134441,z:5.035614E-4
x:0.4929643,y:0.32115796,z:-0.015311477
x:0.44209474,y:0.24537796,z:0.014629362
x:0.44933134,y:0.25440118,z:0.0017765084
x:0.4543428,y:0.26429313,z:-0.007607589
x:0.48973978,y:0.35584518,z:0.0023031414
x:0.49570602,y:0.2644209,z:-0.022405474
x:0.4928475,y:0.25047937,z:-0.019339968
x:0.48851177,y:0.23593512,z:-0.014468864
x:0.4538412,y:0.29422477,z:0.010191602
x:0.431819,y:0.3001553,z:0.025117883
x:0.4924367,y:0.29122385,z:0.003308258
x:0.4399554,y:0.28433424,z:0.014075645
x:0.49989235,y:0.29987815,z:-0.01096199
x:0.4993746,y:0.31971803,z:-0.032613125
x:0.42315248,y:0.3034055,z:0.03640087
x:0.43808427,y:0.3041461,z:0.017060902
x:0.450165,y:0.30592066,z:0.008157293
x:0.46837103,y:0.30474535,z:0.0035148987
x:0.48160604,y:0.3021413,z:5.843118E-4
x:0.49133533,y:0.29921803,z:-0.0024596266
x:0.51128554,y:0.29190847,z:-0.021940028
x:0.425413,y:0.31591967,z:0.035277385
x:0.4328426,y:0.2833374,z:0.018633777
x:0.5168681,y:0.32594538,z:-0.04160099
x:0.49524546,y:0.30965248,z:-0.0104965465
x:0.41168654,y:0.29018006,z:0.09231825
x:0.49872005,y:0.29600987,z:-0.0044136853
x:0.49196124,y:0.32140785,z:-0.0063717565
x:0.44539064,y:0.28900334,z:0.016980652
x:0.49885067,y:0.31590083,z:-0.029595768
x:0.42366326,y:0.33131444,z:0.100086346
x:0.49259725,y:0.2890482,z:0.0051760497
x:0.50518006,y:0.31243786,z:-0.039033033
x:0.4529195,y:0.35922202,z:0.04243558
x:0.4550849,y:0.36522818,z:0.060250822
x:0.41785344,y:0.31681848,z:0.068949796
x:0.44022217,y:0.35211405,z:0.05405561
x:0.41893563,y:0.2794523,z:0.049946874
x:0.49036074,y:0.37550306,z:0.013995395
x:0.51789236,y:0.32714173,z:-0.029322922
x:0.48707548,y:0.31397158,z:-0.0064319433
x:0.42346483,y:0.2927603,z:0.038102143
x:0.46226195,y:0.29170614,z:0.0060146498
x:0.46999013,y:0.29181463,z:0.003472768
x:0.48815557,y:0.34924123,z:0.002172737
x:0.42875254,y:0.32767504,z:0.039354026
x:0.50660235,y:0.38206083,z:0.016234338
x:0.48165935,y:0.37593284,z:0.035469983
x:0.46991652,y:0.37183213,z:0.04628752
x:0.518404,y:0.25011224,z:-0.022453623
x:0.5235135,y:0.38266426,z:0.01267129
x:0.47789255,y:0.29112163,z:0.002718429
x:0.48513165,y:0.2902333,z:0.003655334
x:0.49009338,y:0.289709,z:0.0052683353
x:0.4262127,y:0.28203538,z:0.02802289
x:0.48385608,y:0.28412566,z:0.0016190201
x:0.47579813,y:0.2820746,z:4.260711E-4
x:0.46742156,y:0.281915,z:0.0012247978
x:0.45948058,y:0.28347743,z:0.003998398
x:0.45449084,y:0.28559428,z:0.0072183823
x:0.41300884,y:0.27624622,z:0.0754981
x:0.4570526,y:0.291081,z:0.009220591
x:0.5214677,y:0.33310166,z:-0.020912845
x:0.49378687,y:0.3353109,z:-0.01058482
x:0.50176024,y:0.32412535,z:-0.023352409
x:0.50994635,y:0.3336239,z:-0.019580714
x:0.5196646,y:0.28215656,z:-0.020286905
x:0.46646932,y:0.365868,z:0.03357611
x:0.47828686,y:0.37068972,z:0.024411693
x:0.5052334,y:0.37877774,z:0.0047507305
x:0.44301784,y:0.35737607,z:0.07755247
x:0.48983204,y:0.28718543,z:0.003719533
x:0.50611097,y:0.3015554,z:-0.023657355
x:0.52304184,y:0.37935176,z:0.0017604587
x:0.4933574,y:0.37960094,z:0.024138847
x:0.42279398,y:0.3297513,z:0.0688214
x:0.50463116,y:0.34812263,z:-0.0084421765
x:0.5032423,y:0.34961504,z:-0.0096619595
x:0.502411,y:0.35152328,z:-0.011146562
x:0.5018958,y:0.35399994,z:-0.009734184
x:0.49921396,y:0.35915208,z:-0.0022770606
x:0.4907665,y:0.34712997,z:1.6739405E-5
x:0.48891222,y:0.34661195,z:7.749027E-5
x:0.4874425,y:0.34608135,z:3.9215345E-5
x:0.47765225,y:0.34220603,z:0.0017785147
x:0.44020605,y:0.33084473,z:0.020286905
x:0.50574017,y:0.29549044,z:-0.01580902
x:0.4992527,y:0.28376588,z:-0.0019410185
x:0.49343854,y:0.2847522,z:0.0018146266
x:0.49287713,y:0.3476396,z:8.922667E-4
x:0.44236392,y:0.34423047,z:0.03540578
x:0.5076828,y:0.28320026,z:-0.013802798
x:0.49454093,y:0.3649482,z:0.0031818661
x:0.52029175,y:0.30311644,z:-0.04054171
x:0.511965,y:0.29846972,z:-0.030542703
x:0.52018476,y:0.2971152,z:-0.033094615
x:0.50063527,y:0.3107781,z:-0.022357324
x:0.52277553,y:0.37429625,z:-0.0039502485
x:0.52247316,y:0.36765027,z:-0.0046143075
x:0.5080721,y:0.36768806,z:-0.0023191911
x:0.4746082,y:0.35503876,z:0.012920062
x:0.4836855,y:0.32594746,z:-0.0033042454
x:0.48395172,y:0.36080968,z:0.008418102
x:0.45998073,y:0.32556665,z:8.63678E-4
x:0.47437558,y:0.33167848,z:-7.8593695E-4
x:0.45327985,y:0.33475715,z:0.0092446655
x:0.505781,y:0.37412962,z:-7.779121E-4
x:0.4961004,y:0.31418228,z:-0.015279378
x:0.46814936,y:0.35973585,z:0.022293124
x:0.47965702,y:0.3652912,z:0.016178165
x:0.46620056,y:0.34836897,z:0.013642302
x:0.4330366,y:0.3373738,z:0.043398567
x:0.4551683,y:0.349888,z:0.023047464
x:0.42942452,y:0.3416159,z:0.06593244
x:0.46738657,y:0.33870807,z:0.004598258
x:0.50085926,y:0.30548948,z:-0.016563358
x:0.5022145,y:0.32230178,z:-0.034507
x:0.49798325,y:0.32367033,z:-0.024154898
x:0.5052796,y:0.318367,z:-0.0412479
x:0.491425,y:0.27772823,z:-0.0050917882
x:0.47573096,y:0.273974,z:-0.0061871847
x:0.4619484,y:0.2737745,z:-0.0047828304
x:0.45082527,y:0.27565825,z:-1.4758261E-4
x:0.44327816,y:0.27916113,z:0.006046749
x:0.4392143,y:0.29021856,z:0.021201741
x:0.41473734,y:0.3041153,z:0.06561144
x:0.4467458,y:0.29836398,z:0.014420714
x:0.45653114,y:0.29970732,z:0.0087551465
x:0.46910033,y:0.29936782,z:0.0045501087
x:0.48077348,y:0.29782778,z:0.0018126203
x:0.48969513,y:0.29579917,z:0.0012508786
x:0.49591005,y:0.2937145,z:1.7052876E-4
x:0.41389358,y:0.30341947,z:0.10066413
x:0.49838895,y:0.32510397,z:-0.019532565
x:0.50614333,y:0.30683562,z:-0.03009331
x:0.5078918,y:0.3224775,z:-0.041761488
x:0.51266927,y:0.32514247,z:-0.037909545
x:0.508117,y:0.32341063,z:-0.037235454
x:0.5007323,y:0.3266188,z:-0.016378785
x:0.514139,y:0.32567307,z:-0.04031701
x:0.5154196,y:0.326861,z:-0.02938712
x:0.49583164,y:0.2892316,z:0.0038338879
x:0.50082946,y:0.29029772,z:-0.0015648522
x:0.5040103,y:0.29120636,z:-0.0076316637
x:0.45177105,y:0.28727502,z:0.010640995
x:0.44481444,y:0.28468144,z:0.011194712
x:0.5280797,y:0.30380177,z:-0.03778115
x:0.5856939,y:0.28635952,z:0.006034712
x:0.52918845,y:0.3256864,z:-0.030157508
x:0.6231066,y:0.26013795,z:0.044682547
x:0.5614167,y:0.29287034,z:-0.0022569983
x:0.57067555,y:0.29285634,z:-0.0016691757
x:0.5794752,y:0.29213393,z:6.715824E-4
x:0.59039676,y:0.28830346,z:0.007683825
x:0.5530787,y:0.2918413,z:-6.174144E-4
x:0.5716824,y:0.2740133,z:-0.007013748
x:0.5609749,y:0.2749429,z:-0.0066767028
x:0.58180743,y:0.27491143,z:-0.004016454
x:0.5886209,y:0.277365,z:-4.1328146E-4
x:0.599637,y:0.29183504,z:0.012687339
x:0.5555712,y:0.36931497,z:0.0050316015
x:0.58885485,y:0.28459197,z:0.008899595
x:0.62945455,y:0.28666195,z:0.052161742
x:0.60969234,y:0.28709245,z:0.02112149
x:0.5687739,y:0.3167206,z:-0.0076316637
x:0.5331533,y:0.34161738,z:-0.021795582
x:0.5327862,y:0.346766,z:-0.016932502
x:0.54509526,y:0.342673,z:-0.016964603
x:0.55331254,y:0.34377834,z:-0.0107051935
x:0.5423997,y:0.346451,z:-0.0139793465
x:0.5502038,y:0.3460506,z:-0.008161305
x:0.5635147,y:0.3503893,z:0.0035329547
x:0.52824885,y:0.32282332,z:-0.046801116
x:0.529069,y:0.3170811,z:-0.050267868
x:0.60043347,y:0.2722031,z:0.0016310575
x:0.5487927,y:0.30261666,z:-0.009645909
x:0.54808825,y:0.320654,z:-0.025599377
x:0.5489283,y:0.3175879,z:-0.02332031
x:0.5989724,y:0.3152247,z:0.0030073249
x:0.5285787,y:0.30986252,z:-0.045773935
x:0.57711947,y:0.26566,z:-0.013393529
x:0.5904553,y:0.26775515,z:-0.00649213
x:0.61276877,y:0.24973324,z:0.02596852
x:0.5369491,y:0.27146173,z:-0.019532565
x:0.552052,y:0.2782015,z:-0.0036132033
x:0.57093924,y:0.3450818,z:0.0048951786
x:0.61976993,y:0.34217957,z:0.083073586
x:0.5413818,y:0.32420167,z:-0.021667184
x:0.5346243,y:0.3260147,z:-0.021378288
x:0.5646733,y:0.3454318,z:0.00410874
x:0.5625092,y:0.3456474,z:0.0016731881
x:0.595198,y:0.26387393,z:-0.0029651942
x:0.5484703,y:0.32310125,z:-0.020254804
x:0.55967945,y:0.26615912,z:-0.017991787
x:0.56047595,y:0.26143047,z:-0.020527652
x:0.57319826,y:0.23648821,z:-0.008811321
x:0.60574615,y:0.25643834,z:0.0092767645
x:0.5671538,y:0.2489128,z:-0.0154479
x:0.6063099,y:0.26933372,z:0.008747122
x:0.6166328,y:0.26469085,z:0.025551228
x:0.5333163,y:0.34443355,z:-0.020431353
x:0.5438869,y:0.34466597,z:-0.015873218
x:0.55189383,y:0.34498236,z:-0.010167527
x:0.5392998,y:0.3252104,z:-0.01914737
x:0.5635346,y:0.3456138,z:0.0028648833
x:0.5583004,y:0.34723222,z:-0.002491726
x:0.56124234,y:0.3458336,z:0.0014866096
x:0.53773427,y:0.32251254,z:-0.0342823
x:0.5489967,y:0.34681362,z:-0.006347682
x:0.54122245,y:0.3475024,z:-0.00992678
x:0.5322797,y:0.34808484,z:-0.012679315
x:0.53412145,y:0.36090213,z:-0.005609393
x:0.5344662,y:0.3555372,z:-0.014484914
x:0.53378296,y:0.35266575,z:-0.015768895
x:0.5331446,y:0.35022688,z:-0.013955272
x:0.5321664,y:0.34823322,z:-0.01300031
x:0.5487552,y:0.3469662,z:-0.006452006
x:0.55038303,y:0.34778103,z:-0.0076196264
x:0.55218375,y:0.34902427,z:-0.00893972
x:0.5536299,y:0.3505685,z:-0.007274556
x:0.56005263,y:0.33682927,z:-0.008450202
x:0.63108724,y:0.31236377,z:0.092896044
x:0.5546217,y:0.3464846,z:-0.0018878536
x:0.55646104,y:0.34685844,z:-0.002636174
x:0.532149,y:0.32819384,z:-0.021490637
x:0.5458507,y:0.32637033,z:-0.013016361
