x:0.49352804,y:0.3253108,z:-0.038046226
x:0.48882398,y:0.30335024,z:-0.05895353
x:0.4901047,y:0.31220788,z:-0.034748886
x:0.47749498,y:0.2852549,z:-0.03935067
x:0.48796925,y:0.2966823,z:-0.061163843
x:0.48686576,y:0.28920704,z:-0.055003975
x:0.484264,y:0.2723108,z:-0.020526845
x:0.41174066,y:0.28015652,z:0.024041593
x:0.48217025,y:0.25711045,z:-0.0093666185
x:0.48088953,y:0.24825281,z:-0.00889104
x:0.47663954,y:0.21736427,z:0.0111692855
x:0.49383032,y:0.32766896,z:-0.037575178
x:0.49399844,y:0.33011433,z:-0.03491194
x:0.4941652,y:0.3314154,z:-0.03143343
x:0.496578,y:0.34570366,z:-0.026722945
x:0.49701443,y:0.34797466,z:-0.029748525
x:0.4974105,y:0.35106468,z:-0.03241176
x:0.49786913,y:0.35464263,z:-0.031052968
x:0.4968015,y:0.35991722,z:-0.022066811
x:0.48951057,y:0.30757284,z:-0.054279286
x:0.48126143,y:0.30897,z:-0.040075358
x:0.36811277,y:0.25948855,z:0.083846636
x:0.4402132,y:0.28235304,z:0.011078699
x:0.4298985,y:0.28350705,z:0.012238204
x:0.42008907,y:0.28406838,z:0.015617071
x:0.40701452,y:0.28296387,z:0.025273565
x:0.44924632,y:0.28027016,z:0.012301613
x:0.42318508,y:0.26514277,z:0.010788823
x:0.43509132,y:0.2650686,z:0.0107163545
x:0.41204536,y:0.26722938,z:0.014484742
x:0.40501732,y:0.27078396,z:0.018751355
x:0.39797372,y:0.28725404,z:0.0299297
x:0.457369,y:0.37197915,z:-0.011033406
x:0.40801194,y:0.27940863,z:0.028117971
x:0.36574665,y:0.28864282,z:0.07899122
x:0.3860432,y:0.28430486,z:0.042249426
x:0.43435648,y:0.3069489,z:-0.006209688
x:0.47781104,y:0.32513085,z:-0.03583592
x:0.47968674,y:0.3306948,z:-0.032574818
x:0.4624081,y:0.3285347,z:-0.028824545
x:0.4524165,y:0.3322095,z:-0.019403575
x:0.46753442,y:0.33225027,z:-0.026976587
x:0.45821217,y:0.3343449,z:-0.018144427
x:0.44352347,y:0.34785542,z:-0.003091256
x:0.48060474,y:0.30384707,z:-0.057757795
x:0.47835654,y:0.29764435,z:-0.059605755
x:0.38889176,y:0.26571625,z:0.024874985
x:0.4547207,y:0.29010206,z:-0.0037887702
x:0.45677412,y:0.3061214,z:-0.030998616
x:0.45511866,y:0.30340943,z:-0.02703094
x:0.40061286,y:0.30954355,z:0.009017861
x:0.47775966,y:0.2907207,z:-0.05141676
x:0.41210854,y:0.255252,z:0.007056669
x:0.39801776,y:0.25925654,z:0.015644247
x:0.37831932,y:0.24558762,z:0.06580185
x:0.4590076,y:0.2566603,z:-0.0051498287
x:0.44596753,y:0.26716137,z:0.013035362
x:0.43419033,y:0.3407957,z:4.76374E-6
x:0.3863725,y:0.35262555,z:0.089571685
x:0.46547282,y:0.30936515,z:-0.028136091
x:0.47438633,y:0.31088364,z:-0.030219574
x:0.44291484,y:0.33970618,z:-5.712596E-4
x:0.4460952,y:0.3395772,z:-0.0034196312
x:0.3919629,y:0.25623253,z:0.022193633
x:0.45663366,y:0.30956015,z:-0.02596202
x:0.43160817,y:0.25376636,z:-5.4174827E-5
x:0.42895368,y:0.24892879,z:-7.886666E-4
x:0.41877437,y:0.22506508,z:0.026686711
x:0.3869009,y:0.2501848,z:0.040872518
x:0.42687312,y:0.23609836,z:0.012428435
x:0.38245666,y:0.2642607,z:0.035020646
x:0.37608728,y:0.2616173,z:0.057902735
x:0.47834125,y:0.3281337,z:-0.035274286
x:0.46484753,y:0.33056098,z:-0.0283535
x:0.4551854,y:0.33340502,z:-0.019657217
x:0.46824172,y:0.31056067,z:-0.026161311
x:0.44450504,y:0.3396417,z:-0.0020404554
x:0.45066413,y:0.34347886,z:-0.008650987
x:0.4474067,y:0.33960575,z:-0.0037140367
x:0.46967146,y:0.30584353,z:-0.041887086
x:0.46059814,y:0.3348203,z:-0.017229505
x:0.46967295,y:0.33306265,z:-0.023842301
x:0.48086545,y:0.3319548,z:-0.029186891
x:0.48085788,y:0.3602369,z:-0.020708017
x:0.48171845,y:0.35448027,z:-0.029168775
x:0.48183805,y:0.35087886,z:-0.029965932
x:0.48247474,y:0.34791043,z:-0.027085291
x:0.4835048,y:0.34574345,z:-0.024313351
x:0.4626642,y:0.3441365,z:-0.013479235
x:0.46074456,y:0.34503177,z:-0.015789185
x:0.4583092,y:0.34643835,z:-0.017673377
x:0.4565355,y:0.34847206,z:-0.015861653
x:0.4451725,y:0.32784417,z:-0.014339805
x:0.36877966,y:0.32080683,z:0.11399374
x:0.48980242,y:0.3098497,z:-0.041416034
x:0.45564044,y:0.3426231,z:-0.0071200794
x:0.45305917,y:0.3428913,z:-0.008614752
x:0.47744572,y:0.31321174,z:-0.031596486
x:0.46063474,y:0.3135666,z:-0.019439809
x:0.47613287,y:0.3120389,z:-0.03110732
x:0.44324318,y:0.29465455,z:-9.245459E-4
x:0.425457,y:0.29987156,z:0.0017879461
x:0.45367712,y:0.30690095,z:-0.021686349
x:0.39455923,y:0.23397589,z:0.045293126
x:0.40321648,y:0.24143088,z:0.025998255
x:0.40763727,y:0.25097856,z:0.010616709
x:0.45292687,y:0.35319582,z:-0.00942097
x:0.45403078,y:0.24844301,z:-0.007006847
x:0.45111656,y:0.2336438,z:0.003997118
x:0.4450077,y:0.21999589,z:0.014874263
x:0.4118796,y:0.28407437,z:0.020617433
x:0.3875192,y:0.29241893,z:0.035165586
x:0.4552332,y:0.2782291,z:0.013859697
x:0.39507785,y:0.27486536,z:0.028570905
x:0.46207753,y:0.28514454,z:-0.0069751414
x:0.46240798,y:0.30245987,z:-0.040872518
x:0.37509295,y:0.2980725,z:0.04587288
x:0.39420378,y:0.2952539,z:0.024240881
x:0.4075355,y:0.2955306,z:0.01357888
x:0.42805094,y:0.29290026,z:0.008383757
x:0.44316477,y:0.28950813,z:0.0059877513
x:0.4545811,y:0.28561208,z:0.003539658
x:0.4746943,y:0.2747424,z:-0.016296467
x:0.37692612,y:0.3112399,z:0.039531842
x:0.38663068,y:0.27471754,z:0.03438654
x:0.48472956,y:0.307685,z:-0.053482123
x:0.45626563,y:0.29535246,z:-0.0105170645
x:0.36235145,y:0.29049706,z:0.11471844
x:0.46275455,y:0.28135708,z:0.0026451186
x:0.45252198,y:0.30809215,z:-0.0109699955
x:0.4024157,y:0.27996254,z:0.030201457
x:0.46124738,y:0.2990739,z:-0.035908394
x:0.37567592,y:0.33662975,z:0.10471771
x:0.45541674,y:0.2762599,z:0.017229505
x:0.46933743,y:0.29416838,z:-0.045474302
x:0.41129127,y:0.362241,z:0.03136096
x:0.41420454,y:0.37193155,z:0.047430962
x:0.3684545,y:0.31656957,z:0.076744676
x:0.39568004,y:0.35551763,z:0.045909114
x:0.37030417,y:0.2743171,z:0.07192549
x:0.45741886,y:0.37917018,z:-0.007473366
x:0.48617792,y:0.30991498,z:-0.040582642
x:0.44710243,y:0.3009554,z:-0.0076409504
x:0.3780741,y:0.2867533,z:0.052974842
x:0.42106563,y:0.2803505,z:0.016939629
x:0.42945027,y:0.28001043,z:0.014013694
x:0.44859993,y:0.34437996,z:-0.007092904
