x:0.6245879,y:0.36308894,z:-0.010858524
x:0.6294898,y:0.34711725,z:-0.04069853
x:0.6242488,y:0.3504399,z:-0.016301742
x:0.6199851,y:0.3306584,z:-0.040949754
x:0.6303058,y:0.34260717,z:-0.04580678
x:0.62934613,y:0.3358456,z:-0.045946352
x:0.6244675,y:0.3180449,z:-0.034780774
x:0.54979014,y:0.3159169,z:-0.019679328
x:0.6231846,y:0.3050602,z:-0.037125543
x:0.6237075,y:0.2984841,z:-0.043294523
x:0.6215832,y:0.27010068,z:-0.049798474
x:0.6241511,y:0.3647467,z:-0.008702171
x:0.62336266,y:0.36629426,z:-0.005111741
x:0.6222628,y:0.36722574,z:4.2459724E-4
x:0.6222628,y:0.36722574,z:0.0020377177
x:0.6225293,y:0.36910397,z:0.0031769555
x:0.62240404,y:0.3713778,z:0.0033444392
x:0.6215931,y:0.37355644,z:0.006852873
x:0.61698395,y:0.37817386,z:0.018102191
x:0.62785536,y:0.34901783,z:-0.035394877
x:0.617834,y:0.3486488,z:-0.02548543
x:0.50658625,y:0.2908904,z:-0.0029135179
x:0.57915044,y:0.31837878,z:-0.020391135
x:0.5696496,y:0.3193095,z:-0.021619348
x:0.55992186,y:0.3194313,z:-0.021368124
x:0.5447769,y:0.3168981,z:-0.018130105
x:0.58663476,y:0.31665656,z:-0.018004492
x:0.5669156,y:0.3055709,z:-0.032073118
x:0.5774088,y:0.3061078,z:-0.029756263
x:0.5565823,y:0.30616096,z:-0.030621594
x:0.54910684,y:0.3079458,z:-0.027718544
x:0.5370475,y:0.3192614,z:-0.013677831
x:0.5832624,y:0.38523275,z:0.024466569
x:0.5456411,y:0.31509513,z:-0.018381331
x:0.50477654,y:0.31365392,z:0.014166326
x:0.52579856,y:0.3149781,z:-0.009958299
x:0.5757783,y:0.34039336,z:-0.014375681
x:0.6142551,y:0.3621038,z:-0.0126450155
x:0.6133502,y:0.36598784,z:-0.0062597017
x:0.6026306,y:0.36306685,z:-0.009818729
x:0.5937443,y:0.36359194,z:-0.004923322
x:0.60378295,y:0.36566138,z:-0.0052687568
x:0.59555125,y:0.36527497,z:-7.4408104E-4
x:0.5767806,y:0.36876416,z:0.011898317
x:0.62243336,y:0.3471191,z:-0.04148012
x:0.62203395,y:0.34272662,z:-0.04653254
x:0.53682107,y:0.30188185,z:-0.03257557
x:0.5936613,y:0.3274931,z:-0.019804941
x:0.598055,y:0.34424448,z:-0.026741557
x:0.5967469,y:0.3413419,z:-0.02566687
x:0.5455449,y:0.33967185,z:-0.011772704
x:0.62124777,y:0.33639827,z:-0.0454439
x:0.5628488,y:0.2974367,z:-0.04382489
x:0.5483572,y:0.29871756,z:-0.03994485
x:0.52018726,y:0.2829394,z:-0.021968273
x:0.60282207,y:0.30206826,z:-0.039972767
x:0.5857158,y:0.30781394,z:-0.024661968
x:0.5706693,y:0.36437613,z:0.008583537
x:0.5102998,y:0.35769925,z:0.06944989
x:0.6040377,y:0.3469371,z:-0.02064236
x:0.6109646,y:0.3483902,z:-0.017697439
x:0.5805751,y:0.3639313,z:0.0088696545
x:0.58276093,y:0.3643372,z:0.0076902914
x:0.5432429,y:0.29504085,z:-0.03930283
x:0.59669226,y:0.3456918,z:-0.020795887
x:0.58043844,y:0.29825348,z:-0.04399237
x:0.5799722,y:0.29417902,z:-0.048458606
x:0.5660615,y:0.27272,z:-0.05044049
x:0.53239024,y:0.29039317,z:-0.032743055
x:0.5750155,y:0.28450963,z:-0.050580062
x:0.5301149,y:0.29922172,z:-0.02861179
x:0.51881874,y:0.2965787,z:-0.017194988
x:0.6137692,y:0.36420482,z:-0.010467729
x:0.6032713,y:0.36442423,z:-0.00778799
x:0.59464777,y:0.36443347,z:-0.0033653746
x:0.6057026,y:0.3476184,z:-0.017599741
x:0.5817237,y:0.36413175,z:0.008304398
x:0.58711016,y:0.36578006,z:0.006427185
x:0.5837804,y:0.36441743,z:0.007704248
x:0.6100971,y:0.34622395,z:-0.03285471
x:0.595845,y:0.3657658,z:0.001934785
x:0.60400087,y:0.36640766,z:-2.3159849E-4
x:0.6129359,y:0.36701453,z:-0.0011226638
x:0.60556006,y:0.3781828,z:0.015952818
x:0.6112467,y:0.373265,z:0.004556951
x:0.61203986,y:0.37096116,z:0.0013468477
x:0.61262816,y:0.3687925,z:0.0012875305
x:0.6129359,y:0.36701453,z:4.4924003E-4
x:0.595845,y:0.3657658,z:0.0030932138
x:0.59483856,y:0.36656708,z:0.0034438826
x:0.59351605,y:0.36750856,z:0.0034159687
x:0.5923404,y:0.36869547,z:0.0053280736
x:0.5844814,y:0.35751826,z:-0.0059037986
x:0.4981776,y:0.3326631,z:0.06275054
x:0.6262836,y:0.34978148,z:-0.023433756
x:0.5897103,y:0.36515924,z:0.0057537616
x:0.5885215,y:0.36546463,z:0.006088729
x:0.6136798,y:0.35015845,z:-0.016218001
x:0.5984946,y:0.34813112,z:-0.01156335
x:0.61244243,y:0.34933195,z:-0.017306644
x:0.58396405,y:0.3301968,z:-0.017306644
x:0.56868815,y:0.3338441,z:-0.016427355
x:0.5944003,y:0.34295943,z:-0.019986384
x:0.53941506,y:0.2767519,z:-0.03852124
x:0.55060023,y:0.2861101,z:-0.043378267
x:0.56014764,y:0.2933996,z:-0.04583469
x:0.58439684,y:0.37270656,z:0.012100694
x:0.6019246,y:0.29574493,z:-0.047314133
x:0.59815264,y:0.28416365,z:-0.05183619
x:0.59232,y:0.27069023,z:-0.05373434
x:0.55029243,y:0.3186666,z:-0.019804941
x:0.52621716,y:0.322268,z:-0.009134837
x:0.59148335,y:0.3153047,z:-0.016887935
x:0.53811,y:0.30938473,z:-0.023070874
x:0.60077196,y:0.32471654,z:-0.02318253
x:0.60486686,y:0.3433085,z:-0.03469703
x:0.5179088,y:0.32528737,z:-2.588582E-4
x:0.5335373,y:0.3260977,z:-0.012903219
x:0.5471377,y:0.3280072,z:-0.016511098
x:0.5663751,y:0.32701728,z:-0.016622752
x:0.5797229,y:0.32477972,z:-0.016539011
x:0.58970493,y:0.32250428,z:-0.017892838
x:0.6155587,y:0.31920105,z:-0.033385076
x:0.52000254,y:0.33609343,z:0.004113817
x:0.5302927,y:0.3079716,z:-0.022010144
x:0.62359923,y:0.34901994,z:-0.03606481
x:0.5958813,y:0.33287495,z:-0.019735157
x:0.49514332,y:0.31049514,z:0.040307734
x:0.5975545,y:0.32019857,z:-0.019469975
x:0.5920007,y:0.34262615,z:-0.011388889
x:0.54121614,y:0.31390768,z:-0.017515998
x:0.60334086,y:0.33965966,z:-0.03327342
x:0.502488,y:0.34488174,z:0.067998365
x:0.59074914,y:0.31407756,z:-0.016748365
x:0.6123568,y:0.33767962,z:-0.041200977
x:0.53971857,y:0.37320077,z:0.038074616
x:0.53606015,y:0.37701944,z:0.05593954
x:0.50585884,y:0.33509043,z:0.032463916
x:0.52609533,y:0.3659998,z:0.04148012
x:0.5107695,y:0.30418587,z:5.8717415E-5
x:0.58052754,y:0.38963997,z:0.032073118
x:0.62290007,y:0.34961838,z:-0.02358728
x:0.58716327,y:0.33616474,z:-0.015966775
x:0.5161153,y:0.31541294,z:-0.0034997107
x:0.56157875,y:0.31689966,z:-0.02198223
x:0.5702959,y:0.3167602,z:-0.02230324
x:0.5856052,y:0.36622566,z:0.0076484205
x:0.52126855,y:0.34580255,z:0.014347766
x:0.59497714,y:0.39516568,z:0.04150803
x:0.56634825,y:0.38838655,z:0.04622549
x:0.5527087,y:0.38383254,z:0.050077613
x:0.6231062,y:0.28398818,z:-0.047984067
x:0.6122598,y:0.39539766,z:0.04410403
x:0.5779046,y:0.31591448,z:-0.021186681
x:0.5846631,y:0.31460288,z:-0.019093137
x:0.58895946,y:0.3140949,z:-0.017153118
x:0.5219946,y:0.30632806,z:-0.016036559
x:0.58390176,y:0.31476307,z:-0.022917345
x:0.57623506,y:0.31598946,z:-0.02630889
x:0.56849724,y:0.31671497,z:-0.027606888
x:0.55995834,y:0.3165314,z:-0.026741557
x:0.55373013,y:0.316055,z:-0.024466569
x:0.4986881,y:0.29956192,z:0.019469975
x:0.5547941,y:0.31644827,z:-0.020879628
x:0.6232995,y:0.35401088,z:-0.012386812
x:0.5944546,y:0.3551802,z:-0.009741966
x:0.60464334,y:0.34646887,z:-0.024494484
x:0.61203134,y:0.3543279,z:-0.0139918635
x:0.622898,y:0.31093267,z:-0.03299428
x:0.55356914,y:0.37963548,z:0.037516337
x:0.5665007,y:0.38472533,z:0.035646103
x:0.5965494,y:0.39282686,z:0.0300354
x:0.5220922,y:0.3685738,z:0.06381127
x:0.5887457,y:0.3141675,z:-0.019511845
x:0.61012036,y:0.32744706,z:-0.032045204
x:0.61427724,y:0.39303887,z:0.033022195
x:0.5802685,y:0.3925499,z:0.042010482
x:0.5089075,y:0.3459166,z:0.03949823
x:0.60400087,y:0.36640766,z:0.0011636624
x:0.60306555,y:0.3677098,z:0.0015596915
x:0.60220134,y:0.36951277,z:0.001569287
x:0.6013549,y:0.37144098,z:0.004019608
x:0.59394544,y:0.37605813,z:0.012505446
x:0.5885262,y:0.36470836,z:0.0032903561
x:0.5873421,y:0.36425748,z:0.0023098788
x:0.5863806,y:0.36379662,z:0.0012892751
x:0.57607067,y:0.36060524,z:-3.0356413E-4
x:0.5365445,y:0.34965298,z:0.0023412819
x:0.6082923,y:0.32166955,z:-0.027830202
x:0.5993114,y:0.31047973,z:-0.021689134
x:0.5930116,y:0.31107765,z:-0.020628402
x:0.5897103,y:0.36515924,z:0.005059402
x:0.5333626,y:0.36038092,z:0.02220554
x:0.6092972,y:0.31059834,z:-0.030119143
x:0.5878538,y:0.3804901,z:0.019274577
x:0.62772286,y:0.3299329,z:-0.041870914
x:0.617774,y:0.32533917,z:-0.037990876
x:0.6261352,y:0.32427064,z:-0.03829793
x:0.60379636,y:0.33497676,z:-0.02838848
x:0.615712,y:0.38894203,z:0.025359817
x:0.6163592,y:0.3832424,z:0.021870572
x:0.60211724,y:0.3831259,z:0.020209694
x:0.5673995,y:0.37132764,z:0.016622752
x:0.5833627,y:0.34647942,z:-0.008918504
x:0.576529,y:0.37646222,z:0.018758168
x:0.5601722,y:0.34644973,z:-0.0105375135
x:0.574012,y:0.3516248,z:-0.006626072
x:0.5509277,y:0.35392156,z:-0.0013276569
x:0.59898585,y:0.38868505,z:0.02294526
x:0.59736705,y:0.33702967,z:-0.02180079
x:0.55830735,y:0.37513828,z:0.025303988
x:0.57049537,y:0.38051355,z:0.026936954
x:0.5606474,y:0.36558226,z:0.011046943
x:0.52324957,y:0.35384136,z:0.023726853
x:0.5470864,y:0.36631727,z:0.017348515
x:0.51454747,y:0.35605934,z:0.044159856
x:0.56554705,y:0.35748646,z:-0.0012988707
x:0.6028718,y:0.33004078,z:-0.025471471
x:0.6077644,y:0.34557262,z:-0.035366967
x:0.6009928,y:0.34600273,z:-0.02590414
x:0.6132145,y:0.34293365,z:-0.041396376
x:0.5929686,y:0.3060391,z:-0.028528048
x:0.5786607,y:0.30309027,z:-0.034389976
x:0.5653405,y:0.3023653,z:-0.036511436
x:0.5535781,y:0.30314556,z:-0.034864515
x:0.54425496,y:0.3053284,z:-0.03064951
x:0.53476065,y:0.3141976,z:-0.014920003
x:0.50410783,y:0.324332,z:0.02326627
x:0.5427543,y:0.3215884,z:-0.015492238
x:0.5539373,y:0.32303938,z:-0.017502042
x:0.567338,y:0.32275262,z:-0.017948665
x:0.57922524,y:0.3212737,z:-0.017446214
x:0.5883613,y:0.3193513,z:-0.016552968
x:0.5946391,y:0.31780925,z:-0.016706495
x:0.49605954,y:0.3212911,z:0.05381808
x:0.60032034,y:0.346789,z:-0.02110294
x:0.61184186,y:0.33247325,z:-0.035506535
x:0.6154929,y:0.34635967,z:-0.039609883
x:0.61833715,y:0.34824812,z:-0.033664215
x:0.61409926,y:0.3468003,z:-0.035394877
x:0.6019361,y:0.34791356,z:-0.016483182
x:0.6206521,y:0.34877425,z:-0.03525531
x:0.6199529,y:0.34937268,z:-0.02450844
x:0.594756,y:0.3138976,z:-0.016315699
x:0.59988433,y:0.31530547,z:-0.018674428
x:0.6038907,y:0.31670073,z:-0.022610294
x:0.5492916,y:0.31556123,z:-0.021898488
x:0.5432785,y:0.31028673,z:-0.023015046
x:0.63381314,y:0.33022645,z:-0.036595177
x:0.67542726,y:0.31090495,z:0.012463574
x:0.63332266,y:0.34807923,z:-0.022149714
x:0.6951565,y:0.28733674,z:0.045974262
x:0.6509222,y:0.3150297,z:2.939687E-4
x:0.6590692,y:0.31560895,z:0.0032397618
x:0.6671007,y:0.31537428,z:0.00732741
x:0.67756397,y:0.3117541,z:0.015896989
x:0.64468086,y:0.31367183,z:-0.0016547734
x:0.6650565,y:0.3025498,z:-0.0058723954
x:0.65576047,y:0.30334532,z:-0.009072032
x:0.6731413,y:0.3026908,z:-4.2634187E-4
x:0.6778066,y:0.30399343,z:0.0048605152
x:0.68236256,y:0.31399584,z:0.022973176
x:0.64099705,y:0.38163194,z:0.039051607
x:0.6781789,y:0.3097733,z:0.015310797
x:0.69369006,y:0.30857268,z:0.064146236
x:0.68879277,y:0.3087926,z:0.031124044
x:0.6577271,y:0.33772138,z:0.006095707
x:0.6326821,y:0.36171734,z:-0.0075577
x:0.6303214,y:0.36560374,z:-0.0016390717
x:0.6384473,y:0.3620885,z:7.6021877E-4
x:0.6419687,y:0.36243442,z:0.009734987
x:0.6353879,y:0.36499816,z:0.0038346779
x:0.6388963,y:0.36446258,z:0.011542414
x:0.6483653,y:0.3656755,z:0.03095656
x:0.63546455,y:0.3465969,z:-0.03871664
x:0.63730896,y:0.34222966,z:-0.043210782
x:0.6883153,y:0.29753596,z:0.006224809
x:0.6427318,y:0.32598257,z:-0.006325997
x:0.6469875,y:0.3425511,z:-0.014291938
x:0.64646745,y:0.33967617,z:-0.012826457
x:0.6782071,y:0.33522654,z:0.022470724
x:0.63596624,y:0.33592632,z:-0.041228894
x:0.67378473,y:0.29459712,z:-0.016720451
x:0.6832852,y:0.2952416,z:-0.0061340886
x:0.692109,y:0.28007036,z:0.022038056
x:0.63968956,y:0.30060166,z:-0.030900734
x:0.6477285,y:0.30515513,z:-0.007906624
x:0.6544037,y:0.3608679,z:0.03176607
x:0.6714089,y:0.35046428,z:0.11444716
x:0.6411456,y:0.3455857,z:-0.011486588
x:0.63572687,y:0.34765625,z:-0.013091639
x:0.646563,y:0.3632362,z:0.028835103
x:0.6448355,y:0.3636918,z:0.025220245
x:0.68628705,y:0.2911374,z:-0.0033112916
x:0.64553124,y:0.34412864,z:-0.008632387
x:0.66008997,y:0.29596817,z:-0.025345858
x:0.66150695,y:0.29174614,z:-0.029337553
x:0.6678036,y:0.2713959,z:-0.025136504
x:0.68992555,y:0.28678408,z:0.0069505717
x:0.6647017,y:0.28268728,z:-0.02861179
x:0.69121003,y:0.29425564,z:0.012868328
x:0.69408655,y:0.29242527,z:0.027676674
x:0.63187116,y:0.36389598,z:-0.0054641543
x:0.63708454,y:0.36353582,z:0.0020726102
x:0.640664,y:0.3635011,z:0.009944342
x:0.6391463,y:0.3464946,z:-0.010111826
x:0.6456903,y:0.3634014,z:0.026755514
x:0.6432501,y:0.36514914,z:0.02188453
x:0.6439628,y:0.36385703,z:0.024731753
x:0.6403978,y:0.34505224,z:-0.024354916
x:0.6374269,y:0.36515862,z:0.013608047
x:0.6336202,y:0.36595964,z:0.008325333
x:0.62868273,y:0.36668542,z:0.0036253233
x:0.6266896,y:0.37710795,z:0.020600488
x:0.6297761,y:0.37281093,z:0.009483762
x:0.6302354,y:0.37052208,z:0.006472545
x:0.6298219,y:0.36839843,z:0.0062876157
x:0.62868273,y:0.36668542,z:0.0052094394
x:0.6374447,y:0.36528385,z:0.014752519
x:0.6391095,y:0.36596516,z:0.015087486
x:0.6403647,y:0.3669169,z:0.015520152
x:0.64119244,y:0.36801383,z:0.018395288
x:0.64999783,y:0.35508016,z:0.011116727
x:0.68172663,y:0.32687768,z:0.11344226
x:0.64026743,y:0.36465302,z:0.020572577
x:0.6418612,y:0.36483347,z:0.020949414
x:0.6331085,y:0.349727,z:-0.011668027
x:0.64242744,y:0.34672529,z:-0.002001081
x:0.634431,y:0.34878555,z:-0.012861349
x:0.6496451,y:0.32812935,z:7.5062335E-4
x:0.6621366,y:0.33090773,z:0.008053172
x:0.64636457,y:0.34131896,z:-0.006779599
x:0.68371856,y:0.2746191,z:-0.0025035318
x:0.6809157,y:0.28328228,z:-0.011437737
x:0.67629254,y:0.29016858,z:-0.017278729
x:0.64281243,y:0.36995727,z:0.027620846
x:0.6423582,y:0.2941497,z:-0.037544254
x:0.6459719,y:0.28330788,z:-0.04041939
x:0.647672,y:0.27003172,z:-0.040949754
x:0.6738415,y:0.31393746,z:0.012226307
x:0.68943167,y:0.3164507,z:0.03145901
x:0.6410528,y:0.31257463,z:-0.0022941772
x:0.68414617,y:0.30446482,z:0.014229133
x:0.6386856,y:0.323518,z:-0.012324006
x:0.64510006,y:0.34187979,z:-0.024578227
x:0.69171894,y:0.31993932,z:0.04566721
x:0.68608236,y:0.32126355,z:0.025178375
x:0.67735547,y:0.32449073,z:0.015841162
x:0.6627974,y:0.32451442,z:0.008088065
x:0.6519974,y:0.3226052,z:0.0022278815
x:0.6445631,y:0.32073382,z:-0.0038172314
x:0.63128775,y:0.31874672,z:-0.028751362
x:0.6900598,y:0.33034682,z:0.049603075
x:0.68880355,y:0.30255452,z:0.018786082
