x:0.5798485,y:0.3199078,z:-0.02974647
x:0.58231527,y:0.30073225,z:-0.048043918
x:0.5800307,y:0.30742398,z:-0.027153956
x:0.5770499,y:0.28522637,z:-0.03365772
x:0.5834694,y:0.2954407,z:-0.05029176
x:0.584242,y:0.28936312,z:-0.04567619
x:0.58547443,y:0.27533522,z:-0.018732034
x:0.520979,y:0.2724165,z:0.014476115
x:0.58712244,y:0.26366755,z:-0.010692244
x:0.5883801,y:0.256746,z:-0.011014435
x:0.592641,y:0.23004866,z:0.0044020275
x:0.5795959,y:0.3224806,z:-0.029132059
x:0.5790303,y:0.3252982,z:-0.0265845
x:0.57847625,y:0.3272288,z:-0.023077864
x:0.57838404,y:0.3300894,z:-0.020620221
x:0.57813144,y:0.33266217,z:-0.022523398
x:0.57780254,y:0.33550125,z:-0.02456144
x:0.5771604,y:0.33858514,z:-0.02333262
x:0.571692,y:0.34409973,z:-0.01523289
x:0.5814173,y:0.30386123,z:-0.043937854
x:0.5739304,y:0.30413774,z:-0.03230901
x:0.49020132,y:0.2527157,z:0.060781702
x:0.5459664,y:0.2763247,z:0.0054397825
x:0.5366659,y:0.27657315,z:0.005814423
x:0.5277358,y:0.2763771,z:0.008107224
x:0.5160496,y:0.2743597,z:0.015300325
x:0.55415606,y:0.27529225,z:0.006825953
x:0.53653914,y:0.26262677,z:0.0036583662
x:0.54671746,y:0.26355094,z:0.004218454
x:0.52682626,y:0.26304272,z:0.0061740777
x:0.51992494,y:0.2648752,z:0.009485901
x:0.50701004,y:0.27729592,z:0.018926846
x:0.53620285,y:0.3513969,z:-0.007732583
x:0.51784074,y:0.27192664,z:0.017428283
x:0.48005396,y:0.2758047,z:0.05805432
x:0.4980693,y:0.2737518,z:0.028292863
x:0.53564173,y:0.29833877,z:-0.007065723
x:0.56838363,y:0.3183887,z:-0.02857759
x:0.5687182,y:0.32484004,z:-0.025385652
x:0.5560819,y:0.320209,z:-0.023722248
x:0.54815924,y:0.3224269,z:-0.0173084
x:0.5595934,y:0.32489955,z:-0.021879014
x:0.552679,y:0.32529637,z:-0.015764879
x:0.5327976,y:0.33237126,z:-0.004780415
x:0.57537436,y:0.30037528,z:-0.047384553
x:0.57523036,y:0.2953757,z:-0.049392622
x:0.5077756,y:0.2596053,z:0.0129925385
x:0.5560511,y:0.28646195,z:-0.0054285433
x:0.55479586,y:0.30014622,z:-0.026089976
x:0.5540251,y:0.29775378,z:-0.023017922
x:0.5069961,y:0.29744557,z:0.0032930914
x:0.57624334,y:0.2897298,z:-0.043128632
x:0.5307263,y:0.25410694,z:-8.9398626E-4
x:0.51751596,y:0.2557081,z:0.0054809926
x:0.50281596,y:0.24303423,z:0.045526333
x:0.5696258,y:0.25989306,z:-0.008324516
x:0.5550553,y:0.26581076,z:0.0068334457
x:0.5272247,y:0.3264006,z:-0.0025775277
x:0.47743678,y:0.32830098,z:0.07199095
x:0.56117105,y:0.3033208,z:-0.022957979
x:0.5676917,y:0.30514237,z:-0.02415683
x:0.53950316,y:0.3263542,z:-0.0032443882
x:0.5420077,y:0.32651332,z:-0.0054959785
x:0.5135555,y:0.25258204,z:0.010407518
x:0.55365753,y:0.3028435,z:-0.021669216
x:0.5474868,y:0.25494564,z:-0.005533443
x:0.5469379,y:0.25093392,z:-0.0065187477
x:0.54251915,y:0.23099658,z:0.014446145
x:0.509981,y:0.24853468,z:0.025055967
x:0.54710793,y:0.24145453,z:0.003141362
x:0.50287,y:0.25765708,z:0.020949906
x:0.49737635,y:0.25606537,z:0.039322287
x:0.568276,y:0.32172602,z:-0.027993152
x:0.55781853,y:0.32262084,z:-0.023257691
x:0.5503008,y:0.32385087,z:-0.0173084
x:0.5628965,y:0.30450207,z:-0.021264603
x:0.5408242,y:0.32640585,z:-0.00442076
x:0.54497766,y:0.32801253,z:-0.009635758
x:0.54330957,y:0.32663152,z:-0.005705777
x:0.56576073,y:0.30086857,z:-0.03473668
x:0.5543434,y:0.32626718,z:-0.014618479
x:0.5610057,y:0.32632563,z:-0.01877699
x:0.5691683,y:0.3266569,z:-0.022073828
