x:0.54123604,y:0.3462853,z:-0.023402372
x:0.54988563,y:0.33180314,z:-0.05234476
x:0.54414356,y:0.336141,z:-0.026071655
x:0.5451992,y:0.31118548,z:-0.044152252
x:0.55221754,y:0.32596335,z:-0.05650817
x:0.55336577,y:0.31788847,z:-0.053788524
x:0.55464005,y:0.29783726,z:-0.03127591
x:0.48137006,y:0.28677395,z:-0.0050573633
x:0.5578217,y:0.28298184,z:-0.02714608
x:0.5603734,y:0.27525142,z:-0.030604394
x:0.5678382,y:0.24391335,z:-0.025735894
x:0.5404458,y:0.34828174,z:-0.021891458
x:0.5391434,y:0.35015973,z:-0.018617813
x:0.53805465,y:0.35121542,z:-0.013892012
x:0.5347904,y:0.3606433,z:-0.0100559695
x:0.5345286,y:0.36321762,z:-0.010937336
x:0.53361875,y:0.36619675,z:-0.012204824
x:0.5319667,y:0.36942023,z:-0.009535544
x:0.52705777,y:0.37420833,z:0.0013126062
x:0.5478186,y:0.33453444,z:-0.046972625
x:0.53694403,y:0.33302954,z:-0.03478459
x:0.4392683,y:0.25762105,z:0.029529965
x:0.5062155,y:0.29301593,z:-0.009946847
x:0.4962456,y:0.29273063,z:-0.010878578
x:0.4868103,y:0.29195485,z:-0.00976218
x:0.47505358,y:0.2886214,z:-0.0039346707
x:0.5150119,y:0.29259396,z:-0.007483219
x:0.49760866,y:0.27703857,z:-0.017526597
x:0.50861615,y:0.2785544,z:-0.015470075
x:0.48685774,y:0.27714714,z:-0.015696712
x:0.47894657,y:0.2788635,z:-0.012355915
x:0.4636422,y:0.29127154,z:4.999655E-4
x:0.48642758,y:0.37804443,z:0.008922785
x:0.47792104,y:0.2854215,z:-0.0026042273
x:0.42819613,y:0.28377622,z:0.038142174
x:0.45231283,y:0.28629357,z:0.007823175
x:0.49330077,y:0.31921047,z:-0.014983227
x:0.5277067,y:0.3440277,z:-0.024510374
x:0.5259708,y:0.34861857,z:-0.01913824
x:0.511864,y:0.34440476,z:-0.02051485
x:0.5006919,y:0.3450895,z:-0.013640192
x:0.5137254,y:0.34768808,z:-0.016678806
x:0.5037749,y:0.34732804,z:-0.010207061
x:0.4823822,y:0.35495996,z:0.0039199814
x:0.54181814,y:0.33098713,z:-0.052646946
x:0.54278225,y:0.32518756,z:-0.05667605
x:0.46659598,y:0.2731144,z:-0.013430342
x:0.5185587,y:0.3066283,z:-0.016208746
x:0.5163409,y:0.3256094,z:-0.03273646
x:0.5157532,y:0.3221254,z:-0.030335786
x:0.46088454,y:0.31494185,z:-0.008158933
x:0.54432607,y:0.31767967,z:-0.05241191
x:0.49442357,y:0.26944724,z:-0.02674317
x:0.47894067,y:0.2700066,z:-0.021505337
x:0.45667887,y:0.24886005,z:0.010559607
x:0.53739125,y:0.27855352,z:-0.027683295
x:0.5175821,y:0.2816584,z:-0.01081982
x:0.4770872,y:0.34765327,z:0.0026294093
x:0.42015362,y:0.33953646,z:0.07662011
x:0.52195907,y:0.32958335,z:-0.02707893
x:0.5291811,y:0.33208585,z:-0.025752682
x:0.48607475,y:0.34701794,z:0.0031015698
x:0.48865488,y:0.3475355,z:0.0014206785
x:0.47454768,y:0.26601884,z:-0.018416356
x:0.51406944,y:0.3275604,z:-0.026759958
x:0.51363146,y:0.27179,z:-0.028975964
x:0.5137241,y:0.2672549,z:-0.032216035
x:0.50855947,y:0.24064273,z:-0.021941822
x:0.46604186,y:0.25722656,z:-0.0062744883
x:0.51338303,y:0.25394222,z:-0.027834387
