x:0.588026,y:0.3204479,z:-0.028513571
x:0.5895619,y:0.30301324,z:-0.04779359
x:0.58703655,y:0.30956173,z:-0.026688334
x:0.58869034,y:0.28611344,z:-0.033590488
x:0.59175044,y:0.29755273,z:-0.050217014
x:0.59425473,y:0.29107225,z:-0.045860987
x:0.6000788,y:0.27587917,z:-0.01969415
x:0.5409499,y:0.26973745,z:0.017301403
x:0.6049557,y:0.26374602,z:-0.012109447
x:0.6077808,y:0.25663137,z:-0.012738311
x:0.61811364,y:0.22968946,z:0.0012375948
x:0.5872315,y:0.322612,z:-0.027746664
x:0.5859114,y:0.32486475,z:-0.025123844
x:0.584723,y:0.32628968,z:-0.021442695
x:0.582576,y:0.33322552,z:-0.019479416
x:0.5818603,y:0.33553743,z:-0.021197286
x:0.5804927,y:0.33834603,z:-0.023252593
x:0.57900417,y:0.34114274,z:-0.022209601
x:0.5725323,y:0.3455532,z:-0.014364151
x:0.5883308,y:0.30618548,z:-0.043621622
x:0.5810933,y:0.3058269,z:-0.031596534
x:0.51398945,y:0.24618386,z:0.064113356
x:0.5619877,y:0.2762118,z:0.0070363637
x:0.55329955,y:0.27571112,z:0.0078991335
x:0.5452844,y:0.27464584,z:0.010606311
x:0.5360874,y:0.271363,z:0.018405747
x:0.57000345,y:0.27566576,z:0.007853119
x:0.55596495,y:0.25985837,z:0.005498717
x:0.56556726,y:0.26142943,z:0.005376012
x:0.5464829,y:0.2599105,z:0.008527996
x:0.53960204,y:0.26161858,z:0.012186139
x:0.52651244,y:0.27392817,z:0.022501025
x:0.5377352,y:0.3501318,z:-0.0044710627
x:0.5385667,y:0.26838306,z:0.02041504
x:0.50084853,y:0.26952288,z:0.06307036
x:0.51831716,y:0.26962247,z:0.032240734
x:0.54703707,y:0.2967463,z:-0.004704969
x:0.5762531,y:0.3182439,z:-0.02687239
x:0.5749529,y:0.32365128,z:-0.023421314
x:0.5624607,y:0.3193451,z:-0.021289313
x:0.5532776,y:0.32124805,z:-0.014233778
x:0.5650505,y:0.32345206,z:-0.01935671
x:0.5572975,y:0.32395375,z:-0.012776655
x:0.53665435,y:0.33068937,z:-9.356255E-4
x:0.58283436,y:0.3022142,z:-0.04681195
x:0.58372986,y:0.29690728,z:-0.04892861
x:0.5287451,y:0.255651,z:0.01608969
x:0.5699157,y:0.2856057,z:-0.0044058757
x:0.5640393,y:0.30016312,z:-0.024479644
x:0.56411386,y:0.29750812,z:-0.021458033
x:0.52032393,y:0.2939197,z:0.0074313204
x:0.58644944,y:0.2909383,z:-0.04285471
x:0.5509538,y:0.25110048,z:6.422839E-4
x:0.5384229,y:0.25215006,z:0.007826277
x:0.52788466,y:0.23710588,z:0.04794697
x:0.587281,y:0.25928253,z:-0.0086507015
x:0.5734345,y:0.26458204,z:0.0075923707
x:0.5323782,y:0.3243855,z:0.0016277583
x:0.49207503,y:0.32260984,z:0.07840848
x:0.56945693,y:0.30398658,z:-0.021672767
x:0.5754796,y:0.3062579,z:-0.023298608
x:0.5429951,y:0.32549542,z:7.4246095E-4
x:0.5456546,y:0.3257559,z:-0.0017590909
x:0.5348868,y:0.24868605,z:0.012884023
x:0.5627138,y:0.3028357,z:-0.019985573
x:0.5668266,y:0.25293538,z:-0.0049197027
x:0.5666284,y:0.24874738,z:-0.0060355514
x:0.5689699,y:0.2275033,z:0.014333475
x:0.53305185,y:0.24314673,z:0.02770065
x:0.57082653,y:0.23840436,z:0.0034280703
x:0.524457,y:0.25340942,z:0.024280248
x:0.5196173,y:0.250133,z:0.042793363
x:0.57536906,y:0.32109982,z:-0.026105484
x:0.5636425,y:0.32156265,z:-0.02075248
x:0.5550957,y:0.32261714,z:-0.014279792
x:0.57105434,y:0.305264,z:-0.020108279
x:0.5443248,y:0.32562566,z:-5.8189E-4
x:0.54786664,y:0.3278642,z:-0.006196602
x:0.5471052,y:0.325898,z:-0.002045722
x:0.57382023,y:0.30196184,z:-0.03355981
x:0.5590423,y:0.3247552,z:-0.011587951
x:0.56630623,y:0.32462594,z:-0.016166382
x:0.57511526,y:0.32513845,z:-0.019924222
x:0.5608539,y:0.34384885,z:-0.013581907
x:0.5666058,y:0.33894753,z:-0.021120595
x:0.56869876,y:0.33621,z:-0.021856824
x:0.5709914,y:0.33363217,z:-0.019571444
x:0.5727108,y:0.33169878,z:-0.017930266
x:0.55757964,y:0.32867542,z:-0.010015794
x:0.5554139,y:0.32923394,z:-0.011633966
x:0.5524964,y:0.33020929,z:-0.013121763
x:0.5498784,y:0.33142412,z:-0.011641635
x:0.54622585,y:0.31586334,z:-0.01053729
x:0.49086326,y:0.29453716,z:0.09570988
x:0.5877047,y:0.3078056,z:-0.032486144
x:0.5527129,y:0.32749814,z:-0.005130602
x:0.55045277,y:0.32755703,z:-0.0061927666
x:0.5767823,y:0.30848733,z:-0.024111528
x:0.56434184,y:0.3064281,z:-0.014256786
x:0.57625186,y:0.30738446,z:-0.023912134
x:0.55917674,y:0.28770658,z:-0.0016593931
x:0.54325527,y:0.28965014,z:8.119619E-4
x:0.56172144,y:0.30000615,z:-0.01674923
x:0.5458708,y:0.23070554,z:0.030124074
x:0.54972833,y:0.23896512,z:0.014931662
x:0.5492208,y:0.24704239,z:0.0031673224
x:0.54240274,y:0.335456,z:-0.0058514937
x:0.5867475,y:0.2521542,z:-0.011097132
x:0.59090954,y:0.239916,z:-0.0036255487
x:0.5919391,y:0.22733596,z:0.0044365516
x:0.53913,y:0.27320233,z:0.014655576
x:0.5154815,y:0.27677113,z:0.027255842
x:0.5755227,y:0.2747351,z:0.009103175
x:0.52995646,y:0.2634062,z:0.02009294
x:0.57753813,y:0.28270915,z:-0.0074044787
x:0.5697534,y:0.29820064,z:-0.032976963
